"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 07:09:46 GMT 2024","Tue Mar 26 07:09:46 GMT 2024","3","Gradle suite","Gradle test","com.example.testng.StepTest","com.example.testng.StepTest","lambdaStepTest","lambdaStepTest",""
"passed","Tue Mar 26 07:09:46 GMT 2024","Tue Mar 26 07:09:46 GMT 2024","30","Gradle suite","Gradle test","com.example.testng.StepTest","com.example.testng.StepTest","annotatedStepTest","annotatedStepTest",""
